res_id,name,address,mobile_url,cuisines,review_count,rating
taco-bell-urbana-2,Taco Bell,"1003 University,Urbana, IL 61801",http://m.yelp.com/biz/taco-bell-urbana-2,"[Mexican,mexican,Tex-Mex,tex-mex,Fast Food,hotdogs]",13,2.5
popeyes-champaign,Popeyes,"912 W Bloomington Rd,Champaign, IL 61821",http://m.yelp.com/biz/popeyes-champaign,"[Fast Food,hotdogs]",12,3
arbys-champaign-3,Arby's,"1913 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/arbys-champaign-3,"[Fast Food,hotdogs]",3,4.5
great-steak-and-potato-co-the-champaign,Great Steak and Potato Co the,"2000 N Neil St,Champaign, IL 61820",http://m.yelp.com/biz/great-steak-and-potato-co-the-champaign,"[Restaurants,restaurants]",1,3
taco-bell-urbana-2,Taco Bell,"1003 University,Urbana, IL 61801",http://m.yelp.com/biz/taco-bell-urbana-2,"[Mexican,mexican,Tex-Mex,tex-mex,Fast Food,hotdogs]",13,2.5
popeyes-champaign,Popeyes,"912 W Bloomington Rd,Champaign, IL 61821",http://m.yelp.com/biz/popeyes-champaign,"[Fast Food,hotdogs]",12,3
arbys-champaign-3,Arby's,"1913 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/arbys-champaign-3,"[Fast Food,hotdogs]",3,4.5
great-steak-and-potato-co-the-champaign,Great Steak and Potato Co the,"2000 N Neil St,Champaign, IL 61820",http://m.yelp.com/biz/great-steak-and-potato-co-the-champaign,"[Restaurants,restaurants]",1,3
the-office-ii-champaign,The Office II,"302 S Country Fair Dr,Champaign, IL 61821",http://m.yelp.com/biz/the-office-ii-champaign,"[Pubs,pubs,American (Traditional),tradamerican]",1,1
intermezzo-cafí©-urbana-2,Intermezzo Cafí©,"Krannert Center,500 S Goodwin Ave,Urbana, IL 61801",http://m.yelp.com/biz/intermezzo-caf%C3%A9-urbana-2,"[Bakeries,bakeries,American (Traditional),tradamerican]",9,3.5
kentucky-fried-chicken-champaign-2,Kentucky Fried Chicken,"2201 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/kentucky-fried-chicken-champaign-2,"[Restaurants,restaurants]",3,2.5
pizza-hut-savoy,Pizza Hut,"1317 Savoy Plaza Lane,Savoy, IL 61874",http://m.yelp.com/biz/pizza-hut-savoy,"[Pizza,pizza,Italian,italian,Chicken Wings,chicken_wings]",2,3
peking-house-restaurant-mahomet,Peking House Restaurant,"806 E Franklin St,Mahomet, IL 61853",http://m.yelp.com/biz/peking-house-restaurant-mahomet,"[Chinese,chinese,Korean,korean,Thai,thai]",4,5
applebees-champaign,Applebee's,"2121 N Prospect Ave,Champaign, IL 61822",http://m.yelp.com/biz/applebees-champaign,"[American (Traditional),tradamerican]",15,2
little-caesars-pizza-champaign-2,Little Caesar's Pizza,"1211 S Mattis,Champaign, IL 61821",http://m.yelp.com/biz/little-caesars-pizza-champaign-2,"[Pizza,pizza]",5,3.5
deralds-cafe-champaign,Derald's Cafe,"540 E Pennsylvania Ave,Champaign, IL 61820",http://m.yelp.com/biz/deralds-cafe-champaign,"[Cafes,cafes]",1,1
sbarro-urbana,Sbarro,"1401 W Green St,Urbana, IL 61801",http://m.yelp.com/biz/sbarro-urbana,"[Italian,italian]",2,1
subway-champaign-12,Subway,"1401 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/subway-champaign-12,"[Restaurants,restaurants]",3,1
dominos-pizza-urbana,Domino's Pizza,"1108 N Cunningham Ave,Urbana, IL 61802",http://m.yelp.com/biz/dominos-pizza-urbana,"[Pizza,pizza,Chicken Wings,chicken_wings,Sandwiches,sandwiches]",4,2.5
hardees-champaign,Hardee's,"1703 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/hardees-champaign,"[Burgers,burgers]",9,2.5
white-horse-inn-champaign-3,White Horse Inn,"510 E John St,Champaign, IL 61820",http://m.yelp.com/biz/white-horse-inn-champaign-3,"[American (Traditional),tradamerican,Pubs,pubs]",4,3.5
los-zarapes-inc-mahomet,Los Zarapes Inc,"804 E Eastwood Ctr,Mahomet, IL 61853",http://m.yelp.com/biz/los-zarapes-inc-mahomet,"[Mexican,mexican]",5,5
bobo-china-champaign,Bobo China,"404 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/bobo-china-champaign,"[Buffets,buffets]",3,3.5
mcdonalds-urbana,McDonald's,"601 N Cunningham Ave,Urbana, IL 61803",http://m.yelp.com/biz/mcdonalds-urbana,"[Fast Food,hotdogs]",2,4
subway-urbana-5,Subway,"2740 S Philo Rd,Urbana, IL 61802",http://m.yelp.com/biz/subway-urbana-5,"[Sandwiches,sandwiches]",1,2
firehouse-pizza-champaign,Firehouse Pizza,"1103 W Windsor Rd,Champaign, IL 61820",http://m.yelp.com/biz/firehouse-pizza-champaign,"[Pizza,pizza]",1,2
mcdonalds-mahomet,McDonald's,"1006 Purnell Dr,Mahomet, IL 61853",http://m.yelp.com/biz/mcdonalds-mahomet,"[Burgers,burgers,Fast Food,hotdogs]",1,4
pizza-hut-champaign,Pizza Hut,"409 N Mattis Ave,Champaign, IL 61821",http://m.yelp.com/biz/pizza-hut-champaign,"[Pizza,pizza,Italian,italian,Chicken Wings,chicken_wings]",2,2
la-bamba-champaign-4,La Bamba,"1905 Glen Park Dr,Champaign, IL 61821",http://m.yelp.com/biz/la-bamba-champaign-4,"[Mexican,mexican]",12,3.5
jimmy-johns-champaign-5,Jimmy John's,"1801 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/jimmy-johns-champaign-5,"[Delis,delis,Food Delivery Services,fooddeliveryservices,Sandwiches,sandwiches]",3,3.5
papa-murphys-take-n-bake-pizza-urbana,Papa Murphy's Take N Bake Pizza,"114 N Vine St,Ste C,Urbana, IL 61802",http://m.yelp.com/biz/papa-murphys-take-n-bake-pizza-urbana,"[Pizza,pizza]",7,3.5
el-progreso-tienda-y-champaign,El Progreso Tienda Y,"1001 W Bloomington Rd,Champaign, IL 61821",http://m.yelp.com/biz/el-progreso-tienda-y-champaign,"[Mexican,mexican]",1,4
el-toro-saint-joseph,El Toro,"221 E Lincoln,Saint Joseph, IL 61873",http://m.yelp.com/biz/el-toro-saint-joseph,"[Mexican,mexican]",7,3.5
monicals-pizza-mahomet,Monical's Pizza,"114 S Lombard St,Mahomet, IL 61853",http://m.yelp.com/biz/monicals-pizza-mahomet,"[Pizza,pizza,Italian,italian]",5,4
la-bamba-champaign-4,La Bamba,"1905 Glen Park Dr,Champaign, IL 61821",http://m.yelp.com/biz/la-bamba-champaign-4,"[Mexican,mexican]",12,3.5
jimmy-johns-champaign-5,Jimmy John's,"1801 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/jimmy-johns-champaign-5,"[Delis,delis,Food Delivery Services,fooddeliveryservices,Sandwiches,sandwiches]",3,3.5
papa-murphys-take-n-bake-pizza-urbana,Papa Murphy's Take N Bake Pizza,"114 N Vine St,Ste C,Urbana, IL 61802",http://m.yelp.com/biz/papa-murphys-take-n-bake-pizza-urbana,"[Pizza,pizza]",7,3.5
el-progreso-tienda-y-champaign,El Progreso Tienda Y,"1001 W Bloomington Rd,Champaign, IL 61821",http://m.yelp.com/biz/el-progreso-tienda-y-champaign,"[Mexican,mexican]",1,4
el-toro-saint-joseph,El Toro,"221 E Lincoln,Saint Joseph, IL 61873",http://m.yelp.com/biz/el-toro-saint-joseph,"[Mexican,mexican]",7,3.5
monicals-pizza-mahomet,Monical's Pizza,"114 S Lombard St,Mahomet, IL 61853",http://m.yelp.com/biz/monicals-pizza-mahomet,"[Pizza,pizza,Italian,italian]",5,4
auntie-annes-champaign,Auntie Anne's,"2000 N Neil St,Ste 260,Champaign, IL 61820",http://m.yelp.com/biz/auntie-annes-champaign,"[Fast Food,hotdogs]",1,4
number-one-wok-champaign,Number One Wok,"12 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/number-one-wok-champaign,"[Chinese,chinese]",12,3
mc-donalds-restaurant-champaign,Mc Donald's Restaurant,"Bloomington Rd,Apt 22,Champaign, IL 61821",http://m.yelp.com/biz/mc-donalds-restaurant-champaign,"[Burgers,burgers]",2,1.5
monicals-pizza-tolono,Monical's Pizza,"102 W Vine,Tolono, IL 61880",http://m.yelp.com/biz/monicals-pizza-tolono,"[Pizza,pizza,Italian,italian]",2,2.5
rochs-saint-joseph,Roch's,"101 N Main,Saint Joseph, IL 61873",http://m.yelp.com/biz/rochs-saint-joseph,"[Burgers,burgers,Sports Bars,sportsbars]",1,5
caseys-carry-out-pizza-tolono,Casey's Carry Out Pizza,"510 N Long St,Tolono, IL 61880",http://m.yelp.com/biz/caseys-carry-out-pizza-tolono,"[Pizza,pizza]",1,4
arbys-champaign-5,Arby's,"1502 N Prospect Ave,Champaign, IL 61820",http://m.yelp.com/biz/arbys-champaign-5,"[Fast Food,hotdogs,Sandwiches,sandwiches]",3,4.5
mcdonalds-champaign-4,McDonald's,"1605 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/mcdonalds-champaign-4,"[Burgers,burgers,Fast Food,hotdogs]",9,2.5
arbys-mahomet,Arby's,"207 N Lombard St,Mahomet, IL 61853",http://m.yelp.com/biz/arbys-mahomet,"[American (Traditional),tradamerican]",2,4.5
